,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,Scientific_Name,Common_Name
23434,143010,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,555 CHESTNUT ST,6.0,Sidewalk: Curb side : Cutout,Private,,10,Width 0ft,37.80379334,-122.4125136,Platanus x hispanica ,Sycamore: London Plane
23435,202440,DPW Maintained,Lophostemon confertus :: Brisbane Box,200 Brannan St,9.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.78320086,-122.3905299,Lophostemon confertus ,Brisbane Box
23436,195429,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,317 Howard St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.7893372,-122.3948694,Platanus x hispanica ,Sycamore: London Plane
23437,246300,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2399 Market St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.76279039,-122.4347295,Platanus x hispanica ,Sycamore: London Plane
23440,8925,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,4600 Geary Blvd,2.0,Median : Cutout,DPW,,12,M6,37.78081123,-122.4689884,Metrosideros excelsa ,New Zealand Xmas Tree
23442,254740,Planning Code 138.1 required,Metrosideros excelsa :: New Zealand Xmas Tree,1814 42nd Ave,1.0,Sidewalk: Property side : Cutout,Private,3/27/18 0:00,3,3x3,37.75279861,-122.5009344,Metrosideros excelsa ,New Zealand Xmas Tree
23443,56176,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,723 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,5/9/90 0:00,11,,37.77436174,-122.4747377,Metrosideros excelsa ,New Zealand Xmas Tree
23446,133536,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,450 Locust St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.78680205,-122.4517178,Platanus x hispanica ,Sycamore: London Plane
23449,134435,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,400 Polk St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.78052023,-122.4185795,Platanus x hispanica ,Sycamore: London Plane
23456,141725,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1555 GEARY BLVD,1.0,Sidewalk: Curb side : Cutout,Private,,26,Width 0ft,37.78468615,-122.4286987,Platanus x hispanica ,Sycamore: London Plane
23470,102684,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2100 Scott St,4.0,Sidewalk: Curb side : Cutout,Private,,24,4x4,37.78953553,-122.4389538,Platanus x hispanica ,Sycamore: London Plane
23472,90257,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3230 Balboa St,1.0,Sidewalk: Curb side : Cutout,DPW,4/22/08 0:00,3,3x3,37.77596664,-122.49355,Metrosideros excelsa ,New Zealand Xmas Tree
23492,238702,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,163 Highland Ave,1.0,Sidewalk: Curb side : Yard,Private,,13,Width 3ft,37.73737188,-122.422292,Platanus x hispanica ,Sycamore: London Plane
23493,97194,Permitted Site,Lophostemon confertus :: Brisbane Box,390X Broadway,1.0,Sidewalk: Curb side : Cutout,Private,6/29/15 0:00,3,,37.79832411,-122.4035168,Lophostemon confertus ,Brisbane Box
23500,131580,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1120 Union St,3.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.79941848,-122.4179164,Metrosideros excelsa ,New Zealand Xmas Tree
23501,231448,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,182 Park St,1.0,Sidewalk: Curb side : Cutout,Private,,20,Width 2ft,37.73650102,-122.4214287,Metrosideros excelsa ,New Zealand Xmas Tree
23516,133494,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,201 Spruce St,7.0,Sidewalk: Curb side : Yard,Private,,9,Width 5ft,37.78871452,-122.453953,Platanus x hispanica ,Sycamore: London Plane
23520,60242,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1265 26th Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/23/82 0:00,12,,37.76389535,-122.4847508,Metrosideros excelsa ,New Zealand Xmas Tree
23526,238627,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,860 Castro St,1.0,Sidewalk: Curb side : Yard,Private,,16,Width 4ft,37.75514873,-122.4345386,Platanus x hispanica ,Sycamore: London Plane
23527,3570,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,100X Cargo Way,5.0,Sidewalk: Curb side : Cutout,Port,,12,3X3,37.74039916,-122.3769198,Metrosideros excelsa ,New Zealand Xmas Tree
23531,211623,DPW Maintained,Pittosporum undulatum :: Victorian Box,299x Magellan Ave,3.0,Median : Cutout,DPW,,4,Width 6ft,37.74598828,-122.462161,Pittosporum undulatum ,Victorian Box
23538,135120,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1403 The Embarcadero,21.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.80839366,-122.409884,Platanus x hispanica ,Sycamore: London Plane
23540,124280,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,26 Lake St,8.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.78698294,-122.459947,Platanus x hispanica ,Sycamore: London Plane
23544,235068,DPW Maintained,Pittosporum undulatum :: Victorian Box,205 Downey St,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.76527125,-122.4468944,Pittosporum undulatum ,Victorian Box
23548,142749,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1850 POWELL ST,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.80161364,-122.411022,Platanus x hispanica ,Sycamore: London Plane
23552,10536,DPW Maintained,Lophostemon confertus :: Brisbane Box,112 Harbor Rd,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X4,37.73204927,-122.3779669,Lophostemon confertus ,Brisbane Box
23555,27831,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,900X The Embarcadero,4.0,Sidewalk: Curb side : Cutout,Port,12/20/00 0:00,24,,37.80003038,-122.3986219,Platanus x hispanica ,Sycamore: London Plane
23557,43965,DPW Maintained,Lophostemon confertus :: Brisbane Box,627 Turk St,2.0,Sidewalk: Curb side : Cutout,Private,8/24/00 0:00,7,,37.7820056,-122.4197255,Lophostemon confertus ,Brisbane Box
23560,4520,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,37X Cleary Ct,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.78427315,-122.426183,Platanus x hispanica ,Sycamore: London Plane
23564,13905,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1063 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,30,4x4,37.78105764,-122.4116041,Platanus x hispanica ,Sycamore: London Plane
23569,139722,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1111 GEARY BLVD,7.0,Sidewalk: Curb side : Cutout,Private,,10,Width 0ft,37.78511963,-122.4251593,Platanus x hispanica ,Sycamore: London Plane
23571,135104,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1403 The Embarcadero,4.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.80835755,-122.4094207,Platanus x hispanica ,Sycamore: London Plane
23573,250518,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,60 27th Ave,1.0,Sidewalk: Curb side : Yard,Private,,15,Width 5ft,37.78807026,-122.4874727,Metrosideros excelsa ,New Zealand Xmas Tree
23577,57347,Permitted Site,Pittosporum undulatum :: Victorian Box,4006 22nd St,1.0,Sidewalk: Curb side : Cutout,Private,9/1/76 0:00,20,,37.75442436,-122.4366984,Pittosporum undulatum ,Victorian Box
23579,236184,DPW Maintained,Pittosporum undulatum :: Victorian Box,149 Otis St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.77040894,-122.4200733,Pittosporum undulatum ,Victorian Box
23584,211939,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,49 Marcela Ave,3.0,Sidewalk: Curb side : Yard,Private,,9,Width 4ft,37.74790957,-122.4608796,Platanus x hispanica ,Sycamore: London Plane
23590,48766,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,219 Brannan St,6.0,Sidewalk: Curb side : Cutout,Private,10/17/02 0:00,8,,37.78288328,-122.3906405,Platanus x hispanica ,Sycamore: London Plane
23592,213183,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,31 Miramar Ave,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.71880498,-122.4582585,Metrosideros excelsa ,New Zealand Xmas Tree
23594,245919,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1828 Market St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 0ft,37.77151154,-122.4240752,Platanus x hispanica ,Sycamore: London Plane
23597,12760,DPW Maintained,Lophostemon confertus :: Brisbane Box,1740 Lake St,3.0,Sidewalk: Curb side : Cutout,DPW,11/17/03 0:00,9,3X3,37.78617091,-122.4785154,Lophostemon confertus ,Brisbane Box
23599,194671,DPW Maintained,Pittosporum undulatum :: Victorian Box,2225 23rd St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.75445839,-122.4022483,Pittosporum undulatum ,Victorian Box
23602,14186,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1844 Market St,4.0,Sidewalk: Curb side : Cutout,DPW,,18,4X4,37.77135106,-122.4242867,Platanus x hispanica ,Sycamore: London Plane
23626,8776,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3500 Geary Blvd,3.0,Median : Cutout,DPW,,12,M6,37.78137094,-122.4567084,Metrosideros excelsa ,New Zealand Xmas Tree
23633,177639,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5900 Mission St,4.0,Sidewalk: Curb side : Cutout,Private,,0,Width 4ft,37.70855992,-122.4536551,Metrosideros excelsa ,New Zealand Xmas Tree
23639,228133,DPW Maintained,Lophostemon confertus :: Brisbane Box,127 Downey St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.76652829,-122.4471461,Lophostemon confertus ,Brisbane Box
23641,192700,DPW Maintained,Lophostemon confertus :: Brisbane Box,1 Westbrook Ct,25.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.73507097,-122.3827821,Lophostemon confertus ,Brisbane Box
23651,25659,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,450X The Embarcadero,12.0,Sidewalk: Curb side : Cutout,Port,12/18/00 0:00,12,4X4,37.79889163,-122.3970959,Platanus x hispanica ,Sycamore: London Plane
23655,250859,DPW Maintained,Pittosporum undulatum :: Victorian Box,219 30th Ave,4.0,Sidewalk: Curb side : Yard,Private,,3,Width 4ft,37.78489155,-122.4905425,Pittosporum undulatum ,Victorian Box
23659,115395,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,800x Rutland St,4.0,Sidewalk: Curb side : Cutout,Public Library,,4,3x3,37.7122775,-122.4076283,Platanus x hispanica ,Sycamore: London Plane
23663,133982,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2601 Divisadero St,4.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.79361644,-122.4416482,Platanus x hispanica ,Sycamore: London Plane
23666,200456,DPW Maintained,Lophostemon confertus :: Brisbane Box,1000 Indiana St,11.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.75694189,-122.3912074,Lophostemon confertus ,Brisbane Box
23674,8557,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2141 Geary Blvd,4.0,Sidewalk: Curb side : Cutout,Mayor Office of Housing,,24,3x3,37.78340311,-122.4384575,Platanus x hispanica ,Sycamore: London Plane
23681,228059,DPW Maintained,Lophostemon confertus :: Brisbane Box,2091 Harrison St,5.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.76494786,-122.4129819,Lophostemon confertus ,Brisbane Box
23682,8658,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2807 Geary Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,12/20/94 0:00,6,3X3,37.78207876,-122.4492049,Metrosideros excelsa ,New Zealand Xmas Tree
23692,204235,DPW Maintained,Lophostemon confertus :: Brisbane Box,1327 07th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.76361333,-122.4642309,Lophostemon confertus ,Brisbane Box
23696,108461,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1001 22nd St,1.0,Sidewalk: Curb side : Cutout,Private,,10,3x3,37.75765628,-122.3919115,Platanus x hispanica ,Sycamore: London Plane
23703,23981,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,186 West Portal Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3x3,37.73896626,-122.4680594,Platanus x hispanica ,Sycamore: London Plane
23715,186327,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1801 37th Ave,4.0,Sidewalk: Curb side : Yard,Private,,20,Width 0ft,37.75270163,-122.4953052,Metrosideros excelsa ,New Zealand Xmas Tree
23720,1038,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,1998 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,20,3X3,37.72003054,-122.4398305,Metrosideros excelsa ,New Zealand Xmas Tree
23725,135099,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1401 The Embarcadero,57.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.80822213,-122.4090717,Platanus x hispanica ,Sycamore: London Plane
23730,134285,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2400 Gough St,3.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.79557856,-122.4266731,Platanus x hispanica ,Sycamore: London Plane
23731,13451,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2X Market St,18.0,Sidewalk: Curb side : Cutout,DPW,10/28/05 0:00,10,4X4,37.79386925,-122.3957372,Platanus x hispanica ,Sycamore: London Plane
23735,28274,DPW Maintained,Lophostemon confertus :: Brisbane Box,1475 Mission St,5.0,Sidewalk: Curb side : Cutout,Private,,3,3X3,37.77457717,-122.4166421,Lophostemon confertus ,Brisbane Box
23738,111948,Undocumented,Metrosideros excelsa :: New Zealand Xmas Tree,75 SEACLIFF AVE,1.0,Sidewalk: Curb side : Cutout,Private,,22,,37.78883955,-122.4864332,Metrosideros excelsa ,New Zealand Xmas Tree
23740,123863,DPW Maintained,Lophostemon confertus :: Brisbane Box,400 Lake St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.78680135,-122.4637791,Lophostemon confertus ,Brisbane Box
23744,234308,DPW Maintained,Pittosporum undulatum :: Victorian Box,3271 20th St,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 3ft,37.75887612,-122.4141301,Pittosporum undulatum ,Victorian Box
23747,192709,DPW Maintained,Lophostemon confertus :: Brisbane Box,599 Keith St,13.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.73765723,-122.3817283,Lophostemon confertus ,Brisbane Box
23751,131495,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,599 Turk St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.78212785,-122.4187804,Metrosideros excelsa ,New Zealand Xmas Tree
23762,234152,DPW Maintained,Pittosporum undulatum :: Victorian Box,899 Hampshire St,7.0,Sidewalk: Property side : Yard,Private,,9,Width 3ft,37.75803053,-122.4076886,Pittosporum undulatum ,Victorian Box
23764,229143,DPW Maintained,Lophostemon confertus :: Brisbane Box,1218 South Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.75355389,-122.416492,Lophostemon confertus ,Brisbane Box
23770,124361,DPW Maintained,Pittosporum undulatum :: Victorian Box,55 Palm Ave,2.0,Sidewalk: Curb side : Yard,Private,,11,Width 3ft,37.78466323,-122.4580662,Pittosporum undulatum ,Victorian Box
23771,250122,DPW Maintained,Lophostemon confertus :: Brisbane Box,1530 Franklin St,2.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.78887353,-122.423621,Lophostemon confertus ,Brisbane Box
23773,234553,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,599 Buchanan St,4.0,Sidewalk: Curb side : Yard,Private,,16,Width 6ft,37.77513192,-122.4277608,Platanus x hispanica ,Sycamore: London Plane
23776,124358,DPW Maintained,Pittosporum undulatum :: Victorian Box,23 Palm Ave,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.78529922,-122.4581248,Pittosporum undulatum ,Victorian Box
23777,210453,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,755 Ocean Ave,5.0,Sidewalk: Property side : Yard,Private,,15,Width 3ft,37.72284199,-122.4488106,Metrosideros excelsa ,New Zealand Xmas Tree
23783,92243,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1510 32nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/23/09 0:00,1,3x3,37.75892317,-122.4906958,Metrosideros excelsa ,New Zealand Xmas Tree
23785,19378,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,486X 06th St,1.0,Sidewalk: Curb side : Cutout,Private,2/9/93 0:00,6,3x3,37.7761343,-122.4027652,Platanus x hispanica ,Sycamore: London Plane
23786,177753,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2328 Alemany Blvd,3.0,Sidewalk: Curb side : Cutout,Private,,16,Width 3ft,37.71668121,-122.4439897,Metrosideros excelsa ,New Zealand Xmas Tree
23790,12451,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,200X Lake Merced Blvd,2.0,Median : Cutout,DPW,,3,6,37.73115674,-122.4979653,Platanus x hispanica ,Sycamore: London Plane
23798,129915,DPW Maintained,Lophostemon confertus :: Brisbane Box,512 Webster St,2.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.7754796,-122.4293642,Lophostemon confertus ,Brisbane Box
23802,131558,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,919 Union St,2.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.79973262,-122.4143012,Metrosideros excelsa ,New Zealand Xmas Tree
23805,102544,Undocumented,Pittosporum undulatum :: Victorian Box,499 Illinois St,5.0,Sidewalk: Curb side : Cutout,Private,7/15/16 0:00,3,5x5,37.76685165,-122.3890948,Pittosporum undulatum ,Victorian Box
23807,116615,Undocumented,Platanus x hispanica :: Sycamore: London Plane,345 CHURCH ST,1.0,Sidewalk: Curb side : Cutout,Private,,15,3x3,37.76557587,-122.4281872,Platanus x hispanica ,Sycamore: London Plane
23809,97730,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1150 Francisco St,8.0,Sidewalk: Curb side : Cutout,SFUSD,,6,3x3,37.80337536,-122.4241304,Metrosideros excelsa ,New Zealand Xmas Tree
23814,251023,DPW Maintained,Pittosporum undulatum :: Victorian Box,5000x Geary Blvd,2.0,Median : Yard,DPW,,1,Width 10ft,37.78061484,-122.4730772,Pittosporum undulatum ,Victorian Box
23823,201206,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,790 Folsom St,1.0,Sidewalk: Curb side : Yard,Private,,3,Width 0ft,37.7826751,-122.4004848,Platanus x hispanica ,Sycamore: London Plane
23825,44015,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,350 Golden Gate Ave,2.0,Sidewalk: Curb side : Cutout,Private,9/18/00 0:00,5,,37.78162583,-122.4162116,Platanus x hispanica ,Sycamore: London Plane
23830,194744,DPW Maintained,Pittosporum undulatum :: Victorian Box,500 Hampshire St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 3ft,37.76299432,-122.4083896,Pittosporum undulatum ,Victorian Box
23833,23472,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2356 Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,,3,3x3,37.79744761,-122.4235745,Platanus x hispanica ,Sycamore: London Plane
23845,193989,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,604 Keith St,13.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.73738344,-122.3829496,Metrosideros excelsa ,New Zealand Xmas Tree
23849,18086,DPW Maintained,Lophostemon confertus :: Brisbane Box,2992 Pine St,1.0,Sidewalk: Curb side : Cutout,DPW,2/3/16 0:00,3,3x5,37.78656702,-122.4450782,Lophostemon confertus ,Brisbane Box
23853,99261,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3099X Polk St,1.0,Sidewalk: Property side : Cutout,SFUSD,,12,3x6,37.80525032,-122.4237177,Metrosideros excelsa ,New Zealand Xmas Tree
23854,2874,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1430 California St,1.0,Sidewalk: Curb side : Cutout,Private,,18,3x3,37.79101371,-122.417983,Platanus x hispanica ,Sycamore: London Plane
23858,133026,DPW Maintained,Pittosporum undulatum :: Victorian Box,927 Pine St,2.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.79078138,-122.4108739,Pittosporum undulatum ,Victorian Box
23861,195510,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,303 Spear St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.78803962,-122.3882885,Platanus x hispanica ,Sycamore: London Plane
23864,133456,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,7 Presidio Ave,3.0,Sidewalk: Curb side : Cutout,Private,,16,Width 4ft,37.79153114,-122.4477368,Platanus x hispanica ,Sycamore: London Plane
23876,14328,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2229 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.76527627,-122.4315032,Platanus x hispanica ,Sycamore: London Plane
23879,99355,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,451X 29th Ave,9.0,Sidewalk: Curb side : Cutout,SFUSD,,12,3x3,37.78116412,-122.4891904,Metrosideros excelsa ,New Zealand Xmas Tree
23880,195669,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,464 Harrison St,4.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.78542766,-122.3939333,Platanus x hispanica ,Sycamore: London Plane
23887,209826,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1280 05th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.76441279,-122.4619558,Metrosideros excelsa ,New Zealand Xmas Tree
23893,147755,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,385 07th Ave,1.0,Sidewalk: Curb side : Cutout,Private,3/9/21 0:00,3,Width 4ft,37.78146336,-122.4654682,Metrosideros excelsa ,New Zealand Xmas Tree
